id,category,title,body
737,consommer,Simplification des signalétiques de recyclage plastique,"1- Modifier le sigle de la contribution éco-emballage pour qu'il ne prête plus à penser que l'emballage en question est recyclable.
2- Créer des catégories très simples de logos sur les tous les emballages alignés avec les logos ou couleurs des poubelles de recyclage.
3- Pénaliser les sociétés utilisant des emballages non recyclables dans le prix."
688,consommer,Réduire ou modifier les emballages,"Certains magasins proposent déjà des sachets en papier pour le pain ou les fruits et légumes mais ceux-ci ont une partie plastique afin de voir à travers. Les sachets ne sont donc pas recyclables.
Propositions : 
Que les grandes surfaces ne proposent que des sachets en papier recyclé et recyclables.
De même, les industriels doivent impérativement réduire leurs emballages ou proposer des emballages 100% recyclables."
126,consommer,Favoriser l'implantation des supermarchés coopératifs,"Aujourd'hui l'implantation d'un supermarché coopératif est compliqué car il est perçu comme une menace aux supermarchés classiques (difficulté d'obtenir un local par exemple dans une opération immobilière municipale) et pas suffisamment fiable pour trouver facilement des partenaires financiers nécessaires.  Alors que les résultats sont là pour beaucoup de ces magasins, qui doivent néanmoins surmonter une résistance au changement importante de la part des décideurs concernés. Pourtant ils sont souvent plébiscités par les consommateurs..."
157,consommer,Interdiction publicité automobile,"Le transport routier est un gros émetteur de CO2 (et il n'y a pas de petites économies).
La loi Evin nous montre qu'il est de la responsabilité de l’État de réglementer la publicité lorsqu'elle touche à la santé publique. Puisque l'enjeu du réchauffement climatique va au delà de la santé publique, nous devrions interdire la publicité des véhicules personnels."
98,consommer,Remplacement des batteries et interdiction de la vente-liée de batteries,"Une quantité importante de déchets (en particulier numériques) est générée par la complexité (et certaines fois l'impossibilité) de l'opération consistant à remplacer les batteries dans des biens de grande consommation. Au lieu de s'améliorer, la situation a même eu tendance à se dégrader. Il y 10 ans il paraissait normal de pouvoir changer soi-même la batterie de son ordinateur portable : aujourd'hui cela devient de plus en plus difficile.

Tout produit de grande consommation devrait autoriser un changement simple de batterie par le consommateur lui-même, dans un format standardisé (pour éviter que des marques crééent leur format propriétaire dans l'unique but d'empêcher le consommateur de procéder au changement de batterie). 

Pour éviter les pratiques actuelles, cela pourrait légalement  passer par la reconnaissance de la vente de toute batterie avec un bien de grande consommation comme de la vente liée. Interdire cette vente liée aurait deux conséquences permettant d'accomplir l'objectif visé :
1) Permettre au consommateur de choisir une batterie d'un autre constructeur lors de l'achat de son produit (si toutefois les formats de batterie sont standardisés)
2) Permettre le remplacement des batteries par le consommateur lui-même

D'un point de vue écologique et énergétique la situation actuelle est absolument désastreuse, et le législateur devrait s'emparer de la question."
137,consommer,Interdire portes ouvertes magasins avec chauffage ou clim à fond,"Les magasins laissent leur enormes portes ouvertes m^me quand il fait 0 ou 35 degrés dehors et que le chauffage ou la clim sont à fond.
J'ai demandé à plusieurs reprises dans plusieurs magasins à Paris. En vain.
Il faudrait les obliger par décret car le gâchis est évident.
Par avance merci"
173,consommer,Usage raisonné de la Publicité,"Pour aider les citoyens à changer leurs comportements il est nécessaire et indispensable d'agir sur la publicité.

Tous les produits qui participent aux émissions de CO2 comme les véhicules thermiques, les voyages aériens, les smartphones, les produits issus de l'agriculture intensive, etc devraient être interdits de publicité.
Seuls les produits qui participent de la réduction de notre impact CO2 devraient être autoriser à la publicité.

Les temps de publicité devraient intégrer, à hauteur d'au moins 40%, des conseils pour réduire son impact carbone.

Les écrans publicitaires qui envahissent l'espace public (métros, gares, centre ville, etc.) devraient être interdits.

Les enseignes lumineuses et les devantures devraient être éteintes dès la fermeture des magasins."
836,consommer,Réglementation pub + éducation,"Interdire les pubs pour les biens et services fortement générateurs de CO2 (SUV, voyages en avion...)

Nettoyer nos espaces publics, nos services publics (radios, TV...) de l'invasion publicitaire

Taxer la publicité pour financer des opérations d'information, d'éducation liées à la déconsommation (TV, web, écoles...)"
117,consommer,Et si on utilisait la publicité ?,"Bonjour, 
je propose une nouvelle approche de la publicité.
Quand on y réfléchi, elle fait appel à des talents : les slogans sont tellement bien faits que 10-20 ans plus tard on peut encore les redire (et en chanson :)!).
Dans ce cas-là, elle pourrait être une formidable force de communication en faveur de la transition écologique dans un esprit de justice sociale !
L'idée serait donc plutôt de mettre en place de nouvelles règles du jeu !
J'ai donc pensé au système suivant : tous ceux qui voudraient avoir recours à de la publicité pourraient mettre de l'argent dans un ""pot commun"" (organisme percepteur), qui rémunèrerait les agences de publicité. Puis, il y aurait une conception des publicités qui permettrait d'assurer la promotion des produits ayant des bénéfices (avérés) pour la
santé / l'environnement (ou un impact non négatif). Et pour les entreprises ayant des progrès à réaliser, on pourrait mettre en avant leurs actions (puis le suivi des actions). Des vérifications étant faites par des experts indépendants (dans les domaines concernés, par exemple des chimistes vérifierait la non nocivité des produits ménagers).
Qu'en pensez-vous ?
Cordialement,
Sandrine"
134,consommer,Interdire gel douche en flacons plastique,"Bonjour,
Voici ma suggestion:
Interdire la fabrication et la vente de tous les gels douche en bouteille plastique. On peut très bien se laver avec du savon solide.
Par avance merci de prendre en compte mes suggestions.
Bien à vous"
135,consommer,Offrir un kit Zéro déchet aux jeunes,"Lorsque les jeunes reçoivent leur carte vitale à 16 ans , je propose qu'on leur offre un kit zéro déchet  : des serviettes hygiéniques lavables en coton Bio fabriquées en France pour les filles , un rasoir inox pour les garçons , + 1 brosse à dent en bois ou blé + 1 gourde inox fabriquée en Europe+ 1 guide zéro déchet = un bon départ dans la vie , une sensibilisation CONCRETE et UNIVERSELLE ( car concerne hommes et femmes , tous milieux sociaux ) + circuits de production Courts. Prendre de bonnes habitudes tôt pour éviter le plastique et favoriser la production locale . Avec effet rétro-actif pour couvrir les jeunes qui ont jusqu'à 25 ans aujourd'hui."
214,consommer,Revoir les modalités de publicité pour les transports polluants,"Pour diminuer les émissions de CO2 générés par les transports il faut limiter la consommations de ""transports"" et donc limiter /taxer la publicité pour les voitures, pour les compagnies aériennes, les compagnies de croisières.
Si on considère qu'il faut une consommation plus raisonnable et donc plus orienté sur le nécessaire et non plus le superflu, quelle besoin de publicité vantant les mérites de machines à polluer présentées dans des paysages sauvages...
Les couts économisés par les fabricants pourraient être positivement réorientés vers des activités de R&D pour les nouveaux véhicules de mobilité non polluants."
738,consommer,Création d'une taxe kilométrique pour les denrées alimentaires,"Les denrées alimentaires produites localement doivent être favorisées versus les denrées produites à l'autre bout du monde (bananes, avocats, etc.).
Il est donc indispensable de créer une taxe augmentant le prix des denrées produites à l'autre bout du monde, dont les recettes bénéficieraient aux produits locaux."
288,consommer,La déviance du pollueur payeur,"Il faudrait introduire dans la constitution le droit de la nature et de l'environnement ce qui permettrait légalement de dénoncer les traités européens.
Lorsqu'on nous dit que la moyenne de consommation de CO2 est de 10 tonnes par personne et qu'il faut que chacun réduise à 2 tonnes et doit donc contribuer à cette hauteur il s'agit bien d'une moyenne. Ce qui n'est pas dit : Le bilan carbone est très mauvais chez les classes supérieures et moindres chez les classes populaires, que le plus mauvais poste est celui du transport routier et qu'il prend donc en compte les millions de camions circulant quotidiennement sur nos autoroutes, que les plus gros pollueurs disposent non seulement de niches fiscales mais de subventions etc....."
146,consommer,Interdire la publicité papier et les écrans publicitaires,"A l'heure d'internet où toutes les informations que l'on cherche sont directement accessibles en ligne, arrêtons de couper des arbres pour en faire de la publicité papier qui finira parterre ou à la poubelle. Arrêtons également les panneaux publicitaires qui restent allumés toute la nuit et consomment beaucoup d'énergie."
213,consommer,Interdire la publicité pour les voitures (ou au minimum la règlementer),"Je pense qu'il faudrait idéalement interdire la publicité pour les voitures.
Cela éviterait notamment la désastreuse ""mode"" actuelle, suscitée par un incroyable matraquage publicitaire, pour des véhicules lourds, hauts, et donc plus consommateurs.
Et si on ne veut ou ne peut pas l'interdire (certains jugeront cela liberticides - quoique on l'a bien fait pour le tabac;...), on pourrait au minimum réglementer la publicité pour les voitures.
Par exemple, on pourrait l'autoriser uniquement pour des véhicules de moins d'une tonne. 
Autre possibilité: on pourrait imposer au publicitaire de faire défiler un message en fin de publicité disant par exemple ""Un véhicule plus lourd et plus haut consomme significativement plus de carburant qu'un véhicule léger et bas""... Un peu comme ce qui est fait sur certaines pubs alimentaires (il faudrait que cela soit plus visible cependant que le petit bandeau en bas d'écran que personne ne lit)...

P.S.: Cette contribution aurait plutôt eu sa place dans le thème ""Se Déplacer"", mais j'ai beaucoup d'idées et il est très frustrant de ne pouvoir faire qu'une seule contribution par thème et par inter-session, donc j'ai mise celle-ci ici."
3398,consommer,Ne pas développer un réseau 5G,"La mise en place d'un réseau 5G, va amener une hausse de la consommation électrique et un renouvellement des équipements existants. Il va générer un afflux supplémentaire des consommateurs sur des sites énergivores (streaming) et rendre obsolète les réseaux filaires existants (on va être amené à plus se connecter via la 5 G que via les box) pourtant plus ""économique"" d'un point de vu énergétique.
Ce coût énergétique est-il justifiable au regard des effets positifs produits? j'en doute."
160,consommer,Fin du futile / sobriété / réemploi,"Avec la complicité de tous, nous sommes dans une société coupée du réel. On a envie de posséder. L'argent nous le permet quand il est là. C'est une course sans fin délétère.

Premier point, il faut couper ce cercle de mauvaise consommation. Stop aux publicités partout pour des produits futiles produit dans l'unique but de faire de l'argent rapide. Il faut arriver à proposer/décrire des modèles de vie sobre, viable pour le grand public. Il faut privilégier le long terme, et si c'est possible d'arriver à s'entendre sur ce qui n'est pas futile.

Qu'a-t-on besoin de posséder pour vivre? La sobriété dans nos modes de vies ralentira la consommation futile. 

Deuxième point, nos actions individuelles volontaires ou subies, doivent s'articuler autour de principes éthiques et soutenable. Par exemple, la consommation zéro déchet, circuit court et éthique est primordiale. Il faut l'encourage plus fortement. Le réemploi, le recyclage, la ""seconde main"", est la base. Il faut favoriser la consigne de pots, bouteilles. Il faut encourager les actions de réparation participative pour prolonger la durée de vie des biens essentiels. 

Mais tout cela ne tiendra que si nous avons des modèles de vie en sociétés sobres."
178,consommer,Instaurer un bonus malus sur les aliments,Instaurer un système de bonus malus sur les aliments en fonction de leur empreinte carbone aurait en plus l’intérêt d'inciter les consommateurs à mieux manger (par exemple plus de légumineuses et moins de viandes).
161,consommer,Affichage empreinte carbone obligatoire pour tout,"Pour aider les consommateurs à réduire leur propre empreinte carbone, il faut rendre obligatoire l'affichage de l'empreinte carbone 'réelle' d'un produit mais aussi d'un service (billet de train, d'avion, abonnement) et pas uniquement le coût CO2 de sa production et de son utilisation (comme pour le voyage).  (cf autre proposition sur étiquette énergie)

Là, pour aller plus vite, il ne faudra pas attendre que toutes les entreprises aient tout mesurer (cf autre proposition sur analyse de cycle de vie ) mais les inciter à publier leur donnée empreinte carbone et environnementale dès qu'elles les ont."
159,consommer,Producteur = Recycleur,"Le principe est de définir : 
ce qui est fabriqué par un organisme doit obligatoirement être recyclé par ce même organisme.

Exemple : La télévision
Le consommateur achète une télévision. En fin de vie de ce produit, il doit la retournée au vendeur qui à sont tour le retourne au fabricant, qui désassemble la télévision puis renvoie les composants à ces fournisseurs, qui à leurs tours doivent désassemble les composants et ainsi de suite jusqu'à retrouver uniquement la matière première (terre rare, métal, aluminium, plastique)... 

Ces matières premiers peuvent ensuite être réutilisées directement ou bénéficié d'un recyclage parfaitement approprié car l'organisme qui les a produits (les plastiques, les métaux) connaît leurs compositions exact.

Ainsi nous réduisons de manière drastique les émissions de carbone causées par l'incinération des produits/mauvais recyclage et par l'extraction des matières premières (pétrole, terre rare, aluminium, ...)"
195,consommer,Espace public sans publicité,"Devant les causes évidentes du changement climatique apparait notre modèle de consommation actuel , et entre choses, il est urgent de réfléchir à la place de la publicité qui pousse au ""acheté-jeté"".
La convention pourrait notamment réfléchir à l'interdiction pur et simple de la publicité dans l'espace publique ou tout du moins, à sa stricte limitation dans des zones dédiés , un peu sur le modèle des publications administratives qui sont cantonnés dans des cadres dédiés sur les bâtiments publics .
Réfléchir aussi à réglementé la distributions de tract publicitaire dans les boites aux lettres ( interdire le papier glacé , imprimé en noir et blanc sur papier recyclé etc ..)
Ce sujet peut paraitre anecdotique mais il est surtout porteur d'un imaginaire qui doit changer ( le toujours plus véhiculé par la publicité ) ."
360,consommer,Conseils indépendants individualisés pour réduire son emprunte carbone,"L'Etat pourrait développer et subventionner à 100% des conseils indépendants locaux, connaissant les aides publiques disponibles, technologies disponibles, et capables d'aider chaque citoyen qui le souhaite à réduire son emprunte carbone et environnementale. Les conseillers viendraient faire un diagnostic à domicile sur le logement, l'alimentation, les déplacements en partant de la situation de chacun pour donner une visibilité très concrète sur ce qu'on peut changer pour réduire son emprunte environnementale, nous orienter vers les aides publiques disponibles et les alternatives disponibles sur le marché. 
On pourrait même imaginer prolonger sur des contrats individuels de réduction de son emprunte carbone : réduction d'impôts de X% si on réduit de Y% son emprunte carbone (avec contrôle indépendant à l'appui)."
310,consommer,Documentaires sur toutes les chaînes le mardi soir,"Nous observons que les gens les plus informés sur le changement climatique sont plus inquiets que les autres quant à ses effets, et soutiennent davantage de politiques climatiques. Ainsi, on devrait lancer une campagne d’information massive et durable, afin que tout le monde acquière une compréhension satisfaisante des problèmes sociétaux et des solutions possibles (en incluant au passage d’autres enjeux que le changement climatique). Ne serait-il pas souhaitable d’imposer aux principales chaînes de télévision et de radio la diffusion de documentaires régulièrement, disons tous les mardis de 21h à 22h ? Une telle décision pourrait en tous cas être soumise à referendum."
186,consommer,"Garantie, Réparation",Allonger la durée minimale (donc gratuite) de garantie des biens de consommations (en particulier l'électroménager).
204,consommer,Droits de douane pour favoriser la consommation nationale,"Aujourd'hui nous faisons venir des marchandises du monde entier au lieu de les fabriquer en France, avec un coût environnemental monstrueux en transport.
Il est urgent de favoriser la production nationale en instaurant des droits de douane aux frontières de la France. Les Anglais y arrivent bien avec le brexit donc c'est possible !"
207,consommer,"Creer un ""crédit carbone"". ","Il va falloir dire la vérité : réduire notre impact sur le climat suppose de réduire notre consommation. 
Je propose une mesure qui aurait deux vertus : limiter l'impact carbone de nos achats et redistribuer les richesses : la carte carbone.
Phase pédagogique : commencer par un étiquetage informant les consommateurs du ""coût carbone"" de leurs achats.
Phase expérimentation : proposer des ""cartes carbone""aux consommateurs volontaires (pour les produits de consommation courante ou pour tous les produits mais en intégrant une notion d'amortissement sur plusieurs années pour les achats d'électroménager, les travaux, etc.).
Phase généralisation :
A terme, intégrer systématiquement un crédit carbone aux cartes bancaires. Les plus aisés auront consommé leur crédit carbone plus vite que leur salaire. Ils auront la possibilité d'acheter le crédit carbone non consommé aux consommateurs les plus sobres ou les plus pauvres... 
Dernier avantage : le crédit carbone à ""se partager"" serait voté comme le budget. Pas de dépassement possible, pas de ""compensation""."
220,consommer,Fin du gaspillage d’électricité ,"Création d'un vaste programme d'économie d'électricité sur tout le pays avec :
- interdiction des éclairages de magasins et zones artisanales et industrielles la nuit
- réduction drastique des éclairages sur les bâtiments publics et privés (supermarchés, par exemple) et information au public des économies engendrées
- fin de panneaux publicitaires électroniques qui fleurissent partout, même dans des petits villages ruraux où il est possible de voir passer en boucle les manifestations du village à 3 h du matin...
- grande réflexion auprès des communautés des communes, et grandes agglomérations pour rationaliser le nombre de lampadaires existants, dans beaucoup de zones il serait possible d'en enlever 1 sur 2!"
209,consommer,Quota carbonne ; et une chaine youtube sur l'environnement,"Bonjour à tous ;-)

La contribution ici présente renvoie à d'autres concepts déjà évoqués ""monnaie carbone"" [Hennig] ; ""crédit carbone"" [Arianechris]

Il s'agit ""simplement"" (plus facile à dire qu'a faire^^) de quantifier l'émission carbone associée à chaque consommation et mettre ça en regard d'un droit maximum mensuel.

J'en profite pour donner un lien vers une chaîne youtube que j’apprécie beaucoup sur le sujet : Le Réveilleur qui a fait une vidéo qui explique plutôt bien les avantages de cette mesure.

[Le réveilleur ; Le quota carbone]

Cela peut s'apparenter au simple bon sens dont on fait preuve avec les ascenseurs: il y a une limite maximum d'usage exprimée en kilos, par exemple 300 kilos maximum. si on met trop de poids dans l'ascenseur, il casse et donc, on se donne une limite (un quota) à ne pas dépasser.

De plus, puisque le climat n'est pas le seul problème a traiter, la généralisation dans le futur à un ""quota impact"" associé à toutes consommations pourrait être nécessaire (par exemple les eaux polluées par les rejets miniers ou encore l'eutrophisation ne sont pas forcément des problèmes de carbone, et pourtant ça crains quand même un max)."
238,consommer,Réduire le pouvoir des LOBBIES de la grande consommation...,"Aujourd'hui, les décisions courageuses qui doivent être prises sont souvent bloquées, amoindries, empêchées par l'omniprésence des Lobbies auprès : 
- 1) De la Commission et du Parlement européens, 
- 2) Du Gouvernement et parlement français, 
- 3) Des médias et de toutes les autres formes de pouvoir (locaux, au sein des entreprises, etc.) 
_____ 

Pour réussir à transformer le secteur de la consommation (production, usage du plastique, surconsommation, obsolescence programmée, etc.) pour réduire les émissions de gaz à effet de serre, il faut absolument changer le fonctionnement de nos institution et de notre démocratie : 
________
- Généraliser les Conventions citoyennes tirées au sort pour les grandes décisions de société (environnementales, sociales, économiques, démocratiques) mais en leur ouvrant dans la constitution le pouvoir de déclencher elles-mêmes directement des RÉFÉRENDUMS. 

________
- Appliquer les principes de la démocratie ouverte www.democratieouverte.org au fonctionnement des institutions de demain : Plus de transparence + Plus de place donnée aux citoyens + de Pouvoir d'agir, d'intelligence collective et de gouvernance partagée... 
Sur ce sujet, demandez à auditionner le collectif Démocratie Ouverte (ou dans votre comité de gouvernance : Mathilde Imer, Loïc Blondiaux, Jean-Michel Fourniau).

________
On compte sur vous !"
223,consommer,Lister les économies indolores pour une vision positive,"Il pourrait être utile et pédagogique de lister et quantifier toutes les économies que nous pourrions faire sans que cela ne remette en cause la satisfaction de nos besoins fondamentaux. On pourrait ensuite planifier leur mise en application progressive en proposant aux secteurs touchés des alternatives de reconversion, pour que la transition se fasse en douceur. Cela pourrait même devenir une philosophie de vie de la véritable économie à promouvoir, celle dans laquelle la réussite serait synonyme d’impact positif sur l’environnement et récompensé comme tel.
Ces économies prises isolément sont peut-être marginales, mais mise bout à bout pourrait représenter un effort indolore et encourageant pour d’autres efforts à venir plus difficile à accepter.
Liste de quelques exemples : pollution lumineuse des villes la nuit, écrans plasma publicitaires, climatisation excessive de centres commerciaux, congélateurs sans couvercle des supermarchés, utilisation de machines inutiles (souffleuses de feuilles, camions de nettoyage des caniveau, canons à neige…), feux d’artifices du 14 juillet et du nouvel an très polluants, pratique de sports forts émetteurs de CO2 (sport automobile…).
En cherchant bien, il y a surement quantité de pratiques à supprimer qui n’auraient pas d’incidence notables sur nos vies quotidiennes et pourrait être envisagées de manière positive et non anxiogène."
417,consommer,Sortir de la société de consommation,"Bonjour,

Nous sommes complètement dépendant à la consommation. Tout simplement car la société nous pousse à consommer (pub, l'économie n'est pas en forme à cause de la consommation...)

Pourtant, cette sur-consommation va nous mener à notre perte! (Cf. The mimits of growth - Club of Rome)

Pour luter contre cela, ce serait bien de supprimer la pub (une industrie parmi les plus consommatrice d'énergie). Exiger que tous les produits vendues ait une longue durée de vie et puisse être réparer.

Enfin, en finir avec les emballages! (principalement les plastiques)

Je vous remercie"
272,consommer,Imposer un quota individuel de streaming,"Aujourd'hui le numérique a une empreinte carbone, sociale et environnementale déjà désastreuse. Le secteur est comparable à l'aviation civile en termes de GES, et particulièrement destructeurs pour extraire les matières qui lui sont nécessaires (sans parler des conditions de travail que cela induit).
Parmi les usages, le plus gourmand (en termes de bande passante et de composants) est celui de la vidéo.  

Or beaucoup utilisent Youtube pour écouter de la musique gratuitement (mais ne peuvent écouter s'ils éteignent l'écran pour ne pas voir la vidéo, Youtube ne le permet pas). 

Imposons un quota en Mo/jour/consommateur à appliquer aux services de streaming (à calculer selon ce que la communauté scientifique internationale considère en phase avec la biocapacité terrestre). 
Cela favorisera un retour à des supports ou formats plus durables, permettant une plus juste rémunération des artistes, la possibilité de jouir de l’œuvre à vie par l'acheteur, et donc une meilleure valorisation des œuvres en général. 

Nul n'a besoin d'accéder, à tout instant, à des millions d’œuvres (musicales, cinématographiques...) à tout instant. Ça ne valorise ni l’œuvre, ni l'artiste, ni l'environnement."
